age,educationyears,sex,hoursperweek,incomeUSD
37,10,1,37,32496
44,13,1,40,25602
47,13,0,45,46190
27,10,1,40,26897
28,12,0,80,47850
25,9,0,40,24294
20,10,0,40,22202
51,13,1,40,89681
46,13,1,40,149344
67,13,1,7,110651
47,9,1,35,34695
42,9,1,40,36436
52,9,1,50,48584
42,12,0,40,179596
65,9,1,40,94447
21,10,1,10,49843
50,9,0,40,169657
46,10,1,40,39825
47,13,1,50,106846
57,6,1,40,22467
37,13,1,45,28501
50,9,1,40,34923
58,8,1,40,38655
63,2,0,30,27988
39,9,1,65,48221
46,14,1,35,38697
36,9,1,40,28480
26,3,1,50,32300
21,10,1,57,35945
41,12,1,40,25877
44,10,1,40,33405
22,9,1,40,34073
29,10,1,60,35180
29,9,0,40,28930
58,10,0,40,148865
36,15,1,50,24713
30,11,1,48,24817
37,13,1,43,60950
29,11,1,40,42991
26,3,0,40,47466
43,9,1,45,27715
49,9,0,40,55566
45,13,1,40,42016
28,13,0,40,43994
20,10,0,25,47158
51,9,0,40,26060
32,10,1,50,114218
24,9,0,40,23698
35,16,1,40,83511
35,12,1,55,20123
41,13,1,40,182094
48,13,1,45,75297
61,9,0,35,42544
20,10,1,30,44846
27,9,1,50,63019
55,10,1,24,199503
39,9,1,40,88064
17,6,1,20,37545
47,9,1,40,42103
52,9,0,40,124785
24,9,0,20,37217
29,7,0,40,49287
25,9,1,40,22747
20,10,0,40,33515
23,9,1,35,38241
57,15,1,60,20504
51,11,1,40,162944
33,10,0,16,31575
39,13,1,40,24889
40,9,1,40,92748
71,13,0,16,26191
38,10,1,40,31259
28,15,1,40,29018
57,14,0,40,43318
47,10,1,40,39905
59,9,1,40,20633
26,9,1,40,23227
35,13,0,40,25563
61,13,1,50,197287
17,7,0,30,20868
36,13,1,60,161671
62,4,1,50,45205
34,10,1,50,155430
32,13,1,50,55501
42,9,0,40,41156
39,10,1,40,34214
58,3,1,40,22836
61,9,1,60,93235
40,6,1,55,23595
31,13,1,37,26609
36,9,1,50,28609
23,10,1,40,33699
33,9,1,41,49862
52,9,1,40,153253
22,9,0,24,33010
51,10,0,40,41774
31,11,0,40,33876
49,9,0,40,31894
49,9,0,40,27618
53,10,0,40,32744
52,9,1,40,116023
20,6,1,40,46314
26,12,1,40,45545
61,9,1,6,45367
43,14,0,30,39767
46,13,1,52,29514
43,11,0,35,37738
41,9,0,40,46094
44,9,1,55,44432
54,9,1,40,23255
65,14,1,40,180401
32,13,0,40,46829
25,10,1,40,34882
23,13,1,50,36268
25,13,1,45,45440
19,10,1,50,42292
37,9,1,60,48877
45,10,1,45,25146
37,9,1,44,46625
40,10,1,70,186902
19,10,1,40,30958
17,7,1,5,37001
27,13,0,40,23532
40,4,1,40,76151
59,9,0,30,39069
19,9,0,40,30312
43,6,1,40,30318
42,6,1,40,144799
54,9,1,40,46204
54,14,1,50,28575
51,6,1,45,47172
50,9,1,60,81943
40,9,0,40,26086
55,12,1,25,44667
50,9,0,40,24329
31,9,1,50,39522
42,9,0,32,42048
24,9,1,45,56516
30,7,1,40,30787
39,12,0,50,57513
37,9,1,50,49052
33,9,1,40,42600
48,9,0,40,48659
43,9,1,78,47517
39,13,1,40,59351
53,10,1,45,90136
52,6,1,60,32345
28,10,1,20,43206
32,9,1,52,44809
31,13,1,90,124234
31,13,0,40,135256
47,10,0,40,44127
19,10,1,50,30951
40,11,1,40,32113
40,12,0,45,44112
41,7,1,40,37707
53,9,1,40,49973
46,7,1,43,47109
45,13,1,35,192544
39,5,0,34,30931
19,9,1,40,41703
57,9,1,40,102700
49,11,0,40,36259
59,9,0,40,40079
32,11,1,50,114859
18,10,0,15,33225
35,10,1,40,36946
58,6,0,40,28205
28,13,1,43,45401
36,12,0,40,87078
41,14,0,35,35949
47,9,1,40,73698
50,9,1,60,34741
61,9,1,16,33659
36,9,1,50,102526
38,11,1,40,40503
56,9,1,60,126369
50,11,1,45,45485
45,10,1,40,42357
44,9,1,66,44747
51,10,1,45,148699
44,10,1,50,71879
25,9,1,50,30801
60,7,1,40,43676
17,6,1,30,22657
49,14,1,50,72659
46,9,1,60,177098
56,9,0,38,42463
25,9,1,45,46277
22,10,1,40,40395
76,9,0,2,21327
41,15,1,60,148441
48,9,1,40,143342
46,6,1,40,49032
30,10,1,40,85165
39,9,1,40,155500
40,6,1,40,27234
70,9,1,40,34004
35,10,1,45,25532
49,14,0,75,29209
24,11,1,60,42135
40,12,1,36,96147
61,15,1,5,131870
25,13,1,40,48267
28,13,0,40,44232
69,14,1,11,38260
22,10,0,36,23354
47,9,1,38,43327
38,9,0,48,20393
26,11,0,40,48512
17,7,0,24,21041
33,10,1,35,20041
43,9,1,40,32737
58,11,1,40,72335
53,9,1,40,198714
26,9,1,25,42118
43,13,1,40,55054
31,6,1,40,30052
30,9,1,42,24089
25,9,0,25,30366
57,9,0,40,22448
37,14,1,60,133940
32,10,1,48,36279
26,9,0,41,46964
45,9,1,40,131902
53,9,1,35,94623
27,9,1,40,42392
28,7,1,50,64275
32,7,1,43,131261
35,13,0,65,41616
36,10,1,55,81789
19,10,1,40,48831
37,13,1,80,145563
49,10,1,45,49960
20,10,1,45,23773
64,13,1,55,98979
60,14,1,40,42308
32,12,1,42,29780
58,9,1,40,31789
42,9,1,50,23628
20,10,0,14,31449
42,10,1,40,35149
25,10,1,40,39247
30,11,1,65,125438
37,13,1,35,179176
66,11,1,50,40343
59,13,1,40,71384
44,13,1,40,49139
46,9,1,58,56400
59,13,0,30,21883
25,13,1,40,49014
17,5,1,9,37278
47,13,1,40,33899
47,5,0,40,44812
30,10,0,40,37981
20,10,0,40,43934
26,13,1,55,20831
20,10,1,15,49540
33,9,1,40,44202
48,9,1,40,41713
52,13,1,50,136553
37,9,0,12,41980
47,9,1,40,30519
40,6,1,40,110828
48,14,0,40,152614
49,6,1,42,105817
50,10,0,40,22632
30,12,0,40,43437
34,10,1,40,42797
43,9,1,40,44424
22,6,0,40,40566
35,9,1,40,45794
26,9,0,30,29578
62,15,1,70,32533
39,9,1,40,48625
59,10,1,40,24564
69,3,1,40,30222
27,13,1,40,42937
17,6,1,30,21482
38,13,1,40,33329
41,10,1,50,90300
27,6,0,40,34069
23,9,0,40,23124
17,6,1,24,27389
56,4,0,40,45637
24,10,0,40,43229
62,16,1,40,67702
44,8,1,40,26582
23,13,1,30,21089
41,9,1,50,20316
25,9,1,65,31797
21,10,0,8,42408
18,8,1,6,41472
45,10,1,40,35125
75,13,0,16,107508
51,4,1,40,39480
42,9,0,40,46007
47,10,0,35,48750
29,10,1,40,26590
33,7,1,40,45988
43,13,1,40,42797
20,10,1,16,39340
19,13,0,40,20667
44,12,1,40,192537
24,10,1,30,32716
19,10,1,40,49647
49,6,1,40,33298
52,11,1,40,40307
38,9,1,52,35050
24,10,1,50,24994
32,13,1,50,32473
72,9,0,8,32366
26,9,1,50,109306
31,13,1,40,31684
29,13,1,50,20797
39,9,1,40,183588
48,9,1,50,25731
40,10,1,45,68739
51,10,1,45,24726
28,9,1,40,29938
22,9,0,20,30766
23,13,0,40,40657
65,10,1,16,43398
26,13,1,40,41691
20,10,1,50,48970
55,14,1,50,168577
38,13,1,10,30441
33,9,1,60,92531
33,9,0,60,39241
37,13,0,40,20863
19,7,1,60,38913
24,13,1,50,33372
30,7,1,45,33443
57,9,0,50,24315
22,10,0,20,46624
57,9,1,40,94901
46,9,1,40,29212
67,9,1,35,42421
35,9,0,40,29543
47,9,1,40,47755
39,6,1,40,28627
50,10,1,40,20786
58,8,0,52,49624
36,12,0,30,164237
45,14,1,36,71103
54,9,1,40,193652
26,13,1,30,47754
60,9,1,40,116992
46,15,1,60,192702
26,10,0,35,47342
32,7,1,40,28056
38,9,1,40,25093
48,10,1,70,108605
44,9,1,45,58605
37,9,0,40,31841
44,10,1,40,43142
31,9,0,35,29902
61,15,1,35,64867
51,9,1,40,27848
52,13,0,60,117633
45,9,0,40,32813
36,12,0,21,47170
39,7,1,70,20032
67,9,0,24,27682
40,12,1,40,64347
27,3,1,35,20242
37,2,1,40,40014
57,10,1,50,104669
27,6,0,40,38111
28,9,0,48,26754
34,13,1,60,60585
54,9,1,50,118128
52,9,0,38,29346
42,13,1,45,59453
48,14,1,40,192884
65,14,1,35,163492
55,15,0,10,46151
71,9,0,20,68340
33,10,1,40,37783
30,9,1,40,44979
35,13,1,55,170015
59,6,0,40,48594
19,10,1,20,33539
36,5,1,30,24790
26,9,1,40,30153
34,9,1,40,41716
41,9,1,40,75064
44,13,1,50,106850
26,9,0,40,21178
47,9,1,48,46023
18,10,1,16,21306
55,6,1,18,33313
49,9,1,40,20131
44,13,1,40,149204
43,13,1,40,34564
62,4,1,40,41366
44,9,1,40,22494
39,9,0,40,41666
50,10,1,60,178749
35,7,1,45,44378
52,9,1,40,36360
46,15,1,60,170231
44,12,1,40,53473
43,10,1,50,45209
51,4,1,40,34717
20,10,1,20,28896
47,12,0,40,189837
43,14,1,50,46921
64,9,1,40,126361
24,10,1,40,41253
27,10,1,50,47319
32,9,1,40,28924
37,9,0,12,28819
26,9,1,60,21505
43,13,1,60,74325
50,9,0,40,45684
20,9,1,80,38832
37,9,1,45,80087
43,9,0,45,20367
37,9,1,50,73840
53,5,0,36,33260
44,16,1,40,56419
25,9,0,40,34487
17,7,0,20,43201
19,9,1,50,27013
53,9,0,40,160480
44,10,1,50,43373
51,9,1,40,100771
49,9,0,43,35944
35,10,1,40,25271
44,9,1,45,32561
54,14,1,60,37345
37,10,0,35,39473
18,10,0,15,40700
24,10,1,40,31100
29,9,0,50,31107
22,10,0,35,36733
35,9,1,40,27544
56,9,1,48,133002
32,4,0,40,35995
24,13,1,45,48944
43,14,1,40,52218
73,9,0,15,21226
47,10,1,40,39645
49,8,1,39,21248
38,13,1,40,60881
31,9,1,40,36978
39,10,0,40,47213
42,13,0,40,39974
41,14,1,45,162229
35,13,1,45,65751
38,9,1,45,32268
31,9,0,40,29269
51,9,1,70,36903
38,13,1,48,184239
40,10,1,42,133288
21,9,0,30,49292
44,10,1,40,49763
55,9,1,40,157585
29,9,1,45,21453
49,14,0,50,118417
31,11,1,42,37292
24,14,1,90,30098
46,10,1,40,22485
26,9,1,40,20079
35,13,1,38,36036
27,11,1,50,29488
64,13,1,35,113980
26,13,1,40,24271
21,9,0,16,31173
45,13,1,45,142667
57,9,1,72,31649
30,13,1,40,172543
45,7,0,32,28530
50,4,0,30,22139
38,13,0,40,30643
43,10,1,60,44276
42,10,0,55,26499
32,13,1,40,33402
20,9,0,40,24024
27,9,0,35,49358
45,7,0,40,20043
40,9,0,40,27983
38,9,1,60,30429
37,9,0,40,38730
60,6,0,40,36703
53,9,1,45,90927
25,13,0,40,47457
47,13,1,60,47642
40,9,1,70,40885
51,9,1,40,26720
19,10,0,10,42998
42,10,0,50,71754
65,9,1,40,49180
41,13,0,40,47595
28,6,1,45,44561
46,14,0,50,58050
49,13,0,20,176175
24,9,1,40,28262
32,7,1,40,26394
71,9,1,20,36919
26,10,1,40,88937
29,9,1,40,35614
50,10,1,50,121802
51,11,1,50,65267
17,6,0,20,45043
49,9,0,40,74684
31,6,1,40,26389
23,7,1,40,38823
59,9,1,40,21429
17,6,1,30,23518
43,10,1,40,54157
38,13,1,40,98752
37,9,1,40,39160
29,6,1,40,29131
39,13,1,50,185982
31,12,1,38,44578
42,13,0,45,174085
35,14,0,35,178038
39,14,1,40,108225
40,12,0,40,41500
66,3,0,40,24922
30,5,1,40,28907
43,12,1,40,30646
47,5,0,50,28417
45,14,0,40,25092
31,10,1,40,47534
33,9,1,40,84787
32,13,1,40,43570
28,12,1,40,41663
50,9,1,40,72815
63,4,0,40,21360
28,13,1,40,35144
38,10,0,40,30322
52,9,0,38,38827
38,15,1,40,98273
41,9,1,40,21234
50,14,1,38,40654
59,7,1,40,25039
32,9,1,49,36201
73,4,1,10,37937
52,9,1,38,46169
57,9,1,60,42231
35,11,1,50,51065
51,13,1,56,66000
22,7,0,35,44302
49,9,1,40,164226
22,9,1,40,23660
46,9,1,40,29860
48,9,0,40,20520
52,9,1,40,47916
43,13,1,50,155517
25,4,1,40,46687
31,4,1,40,41487
19,10,1,36,46736
19,10,1,45,48476
51,9,1,84,184393
51,13,1,40,67568
22,9,0,40,112916
37,9,0,35,44450
19,10,0,30,30756
45,9,0,55,38246
21,10,1,10,44618
52,9,0,40,29616
46,10,1,24,44532
42,14,0,38,21543
56,9,1,40,41181
23,9,0,40,21612
58,14,1,40,37551
70,9,1,30,30112
30,10,1,40,28446
45,13,1,40,32212
23,10,1,44,33576
34,10,1,40,22257
38,13,0,40,45241
24,11,1,40,40819
53,4,1,40,38122
45,9,1,40,30015
21,10,0,40,43138
21,10,0,40,32822
34,13,0,40,30411
32,9,1,45,118835
21,9,1,40,34465
63,14,1,30,27196
23,5,1,36,21204
28,13,1,50,44307
29,9,1,45,30203
25,13,0,40,44440
44,14,0,60,39343
18,9,0,8,47865
26,9,1,24,30239
47,12,0,35,124082
23,9,1,40,39386
46,10,1,40,48836
61,13,1,50,136154
25,9,1,40,38662
38,9,1,54,126943
60,13,0,15,33615
23,10,1,20,44309
36,9,0,48,39764
46,5,1,25,34237
32,13,1,45,141715
40,6,1,40,47973
31,9,1,40,42000
31,10,1,65,175444
32,13,1,37,23861
21,10,1,10,31935
63,10,1,40,54296
44,10,1,45,157517
42,13,1,60,43214
23,13,1,35,33193
30,10,0,45,33154
24,9,1,40,38603
42,13,1,40,93636
44,9,0,40,165734
27,13,1,48,40744
27,10,1,40,31197
22,9,0,45,46842
68,9,0,40,34203
55,10,1,99,124582
22,9,1,40,34200
25,10,0,15,46585
68,9,1,45,28804
62,10,0,16,44485
26,9,1,40,22251
34,14,1,55,57747
68,10,1,40,37548
42,13,1,45,128799
45,13,1,55,43961
26,7,1,40,33616
25,9,1,45,26265
23,13,1,50,46598
29,10,1,40,26413
65,4,0,50,46016
31,9,1,50,20052
26,9,0,40,32030
39,10,1,50,73675
44,9,1,40,185298
45,14,0,45,39343
26,14,0,50,46163
26,6,1,35,30829
36,5,1,50,39119
38,7,1,45,26786
39,9,1,48,26347
52,15,1,40,41641
39,2,1,45,20296
41,10,1,40,31362
42,14,1,60,61113
47,13,1,70,42195
28,11,1,46,47921
25,13,1,35,31299
35,13,0,40,46260
32,9,0,40,48352
38,14,1,40,179688
44,10,1,18,131131
21,10,0,40,29180
27,13,0,40,41326
30,13,1,55,86794
30,13,1,48,33899
45,9,1,45,32887
20,9,1,40,47343
57,14,1,80,23123
43,10,1,48,20042
50,7,0,40,35731
28,4,0,48,29365
25,9,0,48,188277
25,9,1,40,48515
90,13,1,45,43154
38,13,1,40,27436
35,13,0,40,24323
50,13,1,40,90951
26,9,0,40,42565
39,10,1,45,23685
56,6,1,40,43891
24,9,0,40,23821
46,9,0,40,99680
18,7,0,25,40831
37,14,1,60,172648
57,14,0,40,38597
43,9,0,40,35830
29,13,1,25,38545
40,14,1,40,105989
44,13,1,40,23211
77,9,1,6,49926
30,13,1,40,43049
21,9,1,40,43254
66,6,1,40,44545
40,7,1,35,22368
68,9,1,40,41676
64,9,0,38,47417
26,13,0,50,49098
32,10,1,40,117637
32,9,1,38,37557
51,14,1,40,95783
50,14,1,45,94351
49,13,1,50,104932
28,13,1,20,29918
29,9,0,36,39504
21,10,1,30,25953
28,9,0,40,27168
55,6,1,40,45644
45,9,1,50,131197
35,10,1,40,35855
31,7,1,40,39852
26,14,1,40,157572
30,9,1,55,41383
33,9,1,20,34805
40,13,1,40,71325
23,13,1,40,33781
35,10,0,40,25397
48,7,1,50,160489
39,6,1,40,20841
53,15,0,50,23632
49,9,1,40,77312
31,13,0,40,49009
36,9,1,40,168947
60,10,1,50,198912
29,9,1,48,46347
54,10,1,45,54618
28,12,0,3,35696
34,9,1,50,30512
30,10,0,35,48534
19,9,0,45,46181
26,9,1,40,22149
47,10,1,70,186640
50,9,1,38,24008
30,13,0,45,170518
44,10,1,50,40048
49,9,1,60,187489
75,14,0,50,48113
37,13,1,55,87392
51,9,1,38,44892
35,9,1,35,26588
28,10,0,40,25995
66,9,1,40,28213
72,5,0,48,153758
39,13,1,50,34887
27,9,1,30,36705
57,10,0,40,30662
24,4,1,38,24495
28,9,1,70,33255
23,10,0,50,42582
31,13,0,40,29143
23,10,0,20,49541
31,10,0,40,24480
27,13,0,40,48939
30,13,1,45,41828
31,15,0,80,32074
34,14,1,60,41613
57,9,1,40,42997
39,14,1,40,84105
23,7,1,40,40523
24,12,0,40,38079
36,16,1,40,49538
32,10,1,40,25011
35,12,0,40,37239
36,13,1,40,47831
23,13,0,50,42779
47,11,1,40,76804
35,9,1,40,25779
44,10,1,40,44689
32,14,1,50,28967
32,12,0,40,101848
63,10,0,10,88380
34,11,1,40,49850
47,9,1,40,21544
27,7,1,35,29724
23,9,0,42,33362
19,10,0,40,22450
50,6,1,38,24291
49,10,1,40,43132
36,10,1,40,127846
23,13,1,40,39590
61,4,0,38,45415
41,10,1,16,49465
27,13,1,60,155066
53,13,1,70,36509
17,6,1,10,46583
23,9,1,30,24561
53,10,1,40,23075
28,9,1,42,92917
24,13,0,40,25468
22,10,0,20,42991
53,13,1,50,131017
18,7,1,20,43686
24,10,1,50,22419
20,9,0,40,27101
30,4,1,40,27977
37,11,1,40,74812
34,9,1,40,26909
19,9,1,30,45033
20,8,0,40,36207
47,9,0,40,31451
20,10,1,32,43722
22,13,0,40,20268
42,14,1,40,176787
60,10,0,40,26794
32,9,0,40,30066
46,9,1,40,58111
66,9,0,40,22391
37,13,0,30,63084
34,10,1,44,33834
45,13,1,46,35811
35,7,1,40,20391
63,9,1,40,26878
51,10,1,40,67542
36,10,1,40,172628
25,9,1,40,21239
51,9,0,38,38647
25,10,1,40,28291
19,9,1,45,30386
47,10,1,45,34927
59,9,0,40,28979
34,13,1,40,131186
40,10,0,60,37815
42,9,1,45,22765
28,9,0,17,46748
37,14,1,60,88651
51,12,1,38,170719
25,9,1,36,37568
31,9,0,40,189208
37,9,1,44,137795
42,12,1,45,63355
29,13,1,40,42900
35,10,1,50,37565
51,13,1,47,166585
22,10,1,36,36863
49,10,1,40,182780
26,13,1,16,42706
56,9,0,46,45915
52,10,1,45,105002
61,14,1,4,45788
47,13,0,40,145192
52,11,1,40,38215
30,9,0,40,31050
43,10,1,55,171399
35,10,1,40,25080
17,8,1,40,33299
42,9,1,40,109676
26,10,0,35,34336
58,9,1,40,42207
66,10,1,40,198564
30,9,1,60,161070
46,10,0,40,27542
45,10,0,35,162229
57,9,0,40,32995
25,13,1,40,46462
21,10,0,10,46551
37,9,1,55,26697
45,14,0,30,43599
61,16,0,5,39825
39,9,1,40,44203
42,9,0,53,46574
20,9,0,40,45838
23,9,1,16,24431
25,13,1,40,21278
47,3,0,40,22850
24,9,1,45,48211
20,10,0,15,49768
35,9,1,70,20189
44,9,0,38,105756
47,10,1,50,39120
28,7,0,40,23737
41,14,0,60,47942
31,9,0,40,31446
27,14,0,25,43567
47,11,1,40,37687
44,9,0,40,34123
61,10,0,40,39651
42,10,0,40,33518
46,9,0,28,21310
46,13,1,50,188427
54,14,0,38,49171
49,9,1,40,39343
56,10,0,40,41341
52,14,0,40,46841
34,9,1,40,39036
25,9,1,40,33412
18,7,0,40,29062
58,9,1,40,25249
31,13,1,40,37318
29,10,1,55,20225
28,7,1,40,22169
30,10,1,48,49484
21,10,1,30,37492
44,14,1,35,147759
75,6,0,70,34112
66,7,1,40,45217
26,10,1,40,26656
33,13,1,50,52918
57,14,1,65,169269
47,3,1,55,161158
41,9,1,40,182666
21,10,0,37,48036
17,7,1,17,33436
61,13,1,55,32849
47,9,0,8,57091
22,10,0,15,23823
47,9,1,40,44975
45,13,1,40,192638
32,11,1,50,30504
59,6,0,30,27200
38,9,1,50,24299
33,9,0,40,40391
41,9,1,40,25645
51,5,1,40,36395
42,9,1,48,21742
27,13,0,40,62443
60,10,1,45,37764
64,9,0,35,37735
37,12,1,40,166518
54,13,1,45,109891
36,12,0,50,79513
34,13,1,40,118038
41,14,1,5,176233
35,4,1,75,46368
63,14,1,68,56944
46,9,1,40,28311
47,14,1,40,31799
24,13,1,65,24793
29,10,1,30,20082
74,10,0,18,39413
50,7,1,70,119795
22,10,0,40,44957
48,8,0,40,22156
30,5,1,40,25879
32,13,1,40,28272
39,9,1,40,27415
49,10,1,40,53107
25,13,0,40,31463
50,13,0,40,123831
44,9,1,40,46332
65,11,1,60,41491
28,12,1,60,45850
55,13,0,40,27807
49,13,0,50,29852
31,9,0,12,31481
47,9,0,40,59423
45,9,1,40,108458
35,9,0,40,21624
34,13,1,60,20915
49,9,1,40,38014
39,10,0,35,39332
27,9,0,42,38839
42,9,1,40,25169
60,3,1,30,199347
64,9,1,40,36739
33,10,1,48,82926
23,10,0,40,23132
45,14,1,50,97661
34,9,0,40,21552
53,9,0,37,24985
22,6,1,30,46546
57,9,0,35,40815
20,10,0,8,29916
23,4,1,40,30301
31,7,1,40,43132
23,13,1,22,42427
30,9,0,40,20305
32,13,0,50,176740
42,12,0,40,58858
51,4,1,40,42640
59,13,1,40,150025
36,13,0,40,29419
45,9,1,40,23907
35,11,1,50,167206
33,4,1,40,23524
43,11,0,40,49093
60,9,0,40,146993
37,13,1,55,82466
35,10,0,40,48118
36,10,1,52,26936
38,15,1,50,137631
54,4,1,40,44775
51,11,1,40,150795
45,12,1,45,118240
63,10,0,40,26101
51,10,1,40,164758
58,14,1,18,38737
64,9,0,40,31540
20,10,1,40,35506
44,13,1,40,139804
39,13,0,48,49643
45,10,0,40,46840
44,16,1,55,89450
22,10,0,40,49720
63,9,1,40,159892
26,11,1,40,44116
42,13,1,45,24689
20,9,0,25,29952
29,14,1,40,147801
38,13,1,40,44589
25,9,1,40,25926
27,13,1,50,45928
46,11,0,40,45156
31,10,1,60,37575
24,11,1,35,46265
43,10,1,50,135745
23,8,1,21,29961
32,9,0,37,25041
44,9,1,40,28250
40,13,1,40,32006
38,9,1,40,37609
23,11,1,40,23404
19,10,0,10,27155
41,10,1,40,29051
48,9,1,40,38964
23,10,1,40,22666
47,12,0,35,37826
42,9,1,40,33658
17,6,0,10,33641
29,15,0,70,42248
21,10,0,20,30801
18,7,1,27,42795
31,9,1,40,162642
27,13,0,40,43485
29,16,1,40,46536
23,13,0,45,28188
41,14,1,55,70220
46,13,1,35,90845
34,10,0,25,47387
42,9,1,24,32767
18,9,0,15,20908
46,9,1,37,34987
18,7,1,15,26427
52,10,1,40,100698
56,9,0,40,47703
21,11,1,40,39524
22,9,1,20,22235
31,13,0,45,36494
41,9,1,60,21502
25,10,0,40,46663
43,13,1,60,37843
45,9,0,40,37039
26,10,1,60,23586
90,10,1,35,29655
45,13,1,40,144782
30,13,0,40,127295
42,10,1,40,49498
20,10,1,35,31794
53,13,1,40,92884
64,9,0,38,36201
56,4,1,20,34118
42,10,1,40,166567
26,13,0,40,183223
31,12,0,40,24825
40,13,0,40,25743
58,10,1,40,22707
41,13,1,40,36926
58,9,1,47,21521
62,14,1,60,51338
65,13,1,60,119920
40,10,1,40,25618
45,10,1,40,164473
22,9,1,55,34973
23,10,1,20,31960
63,14,1,50,179417
39,13,1,50,133926
37,10,1,40,22060
25,13,1,40,22137
56,7,1,50,35144
32,10,1,50,36717
53,10,0,40,115566
32,11,1,40,43725
23,7,1,60,185392
35,7,1,90,35968
51,10,1,65,150756
19,10,0,20,22701
41,7,1,40,49768
22,6,1,25,40310
23,9,0,40,35426
36,14,1,40,97937
27,10,0,25,35638
45,11,1,40,38006
23,9,1,25,30717
21,7,0,40,49503
44,14,1,40,84364
29,13,1,40,198590
36,11,1,60,29504
18,5,1,40,36803
62,8,1,40,118114
25,10,1,40,32366
34,12,0,45,49704
31,13,0,50,159721
37,13,1,40,145411
33,13,1,40,23466
22,10,0,30,35572
28,12,1,30,33449
22,10,1,25,46074
47,9,1,40,188486
67,7,1,3,28389
20,6,1,40,23300
34,13,1,70,40748
26,15,1,60,96094
36,10,1,44,147423
28,9,1,40,22677
22,9,1,40,42012
47,10,0,35,20914
33,11,1,45,48546
34,14,0,40,174058
25,9,1,40,34205
37,5,1,50,37327
36,9,1,40,43731
61,13,1,30,35906
74,5,1,40,27657
57,10,1,40,38043
55,16,1,40,49469
20,9,0,40,25821
43,9,0,44,24679
54,9,1,40,174152
25,10,0,40,25214
42,10,1,40,30030
23,10,0,35,25207
17,7,1,10,30289
39,9,1,40,20223
63,4,0,40,26966
19,10,0,30,30443
56,13,1,50,198056
33,13,1,45,60328
37,13,1,50,33422
27,4,1,45,38589
36,13,1,40,36421
30,9,1,65,163528
22,13,1,55,24216
35,10,1,40,22980
20,9,1,45,34884
18,10,0,40,22940
25,8,1,40,47338
53,14,0,54,119085
21,10,0,40,45102
19,9,0,35,21280
34,9,1,30,22328
32,10,0,40,43815
20,10,1,40,32969
70,4,1,25,28312
57,13,1,40,79640
54,10,1,50,48966
34,11,1,40,38426
48,10,1,40,139183
42,7,0,40,47747
45,9,1,40,30956
27,10,1,40,33939
51,6,1,40,47191
36,10,0,65,41953
33,10,1,40,38023
50,10,1,40,28305
44,13,1,50,106754
39,14,1,40,112240
55,5,1,25,21428
24,10,0,40,21994
35,9,1,40,39590
32,8,1,40,39348
66,13,1,40,180883
68,9,0,30,35940
29,7,1,60,42326
24,13,1,40,47929
61,5,1,40,37380
34,9,1,44,70025
55,15,1,35,162754
20,10,1,36,29214
41,9,0,40,26350
36,9,1,84,39472
60,9,1,40,199691
61,9,1,52,86372
35,15,1,35,46521
42,13,1,50,156476
26,13,1,40,38350
44,10,0,40,38184
31,14,1,25,27226
39,9,1,40,40986
20,10,0,24,27470
32,10,1,40,48311
32,9,1,40,47862
61,5,1,20,20171
54,10,0,40,27630
23,12,1,40,34130
19,9,1,3,26386
31,10,1,40,29337
35,3,1,40,42509
29,9,0,25,48818
29,9,0,40,42476
25,6,0,25,31842
46,13,0,40,48533
35,11,0,30,22954
20,6,1,40,38515
24,9,0,40,38182
48,9,0,37,29003
37,9,0,40,39465
60,9,1,40,31403
39,9,1,40,46487
29,10,0,38,20094
31,11,1,20,37741
38,11,1,40,54224
26,12,1,40,37430
64,13,1,40,67721
46,11,1,40,45357
69,9,1,8,29695
39,9,1,44,65232
48,9,0,55,41745
46,9,0,40,33659
42,13,1,40,22413
39,9,0,54,103954
50,14,1,40,105100
24,13,0,40,39995
30,11,0,40,79381
39,13,1,60,179518
29,9,1,40,48359
23,7,0,38,24883
21,11,1,40,40490
32,6,1,40,23102
69,13,1,30,20258
55,9,1,40,40062
41,10,1,50,30608
44,13,1,52,133454
18,7,1,40,29860
74,13,1,10,46639
40,16,1,40,111060
27,9,1,40,34003
75,5,1,5,29755
55,9,0,40,31031
52,4,1,40,47373
54,10,0,48,46165
36,9,1,48,25234
76,10,1,8,21262
26,9,0,40,20298
18,7,1,20,30775
38,9,1,50,46421
50,13,1,40,128707
19,10,0,25,41143
32,10,1,60,195350
57,13,1,40,81556
20,9,1,40,42050
27,10,0,40,21565
31,13,1,60,42374
60,3,0,40,47537
52,9,0,50,47835
61,4,1,40,36116
57,9,1,55,72774
19,10,1,40,42904
59,15,1,25,22818
34,9,1,45,103346
31,12,1,50,190034
42,9,1,35,37117
70,10,0,6,34704
47,13,1,40,146231
47,9,1,40,46899
29,10,1,45,128732
27,7,1,40,26948
25,8,0,40,32562
51,13,1,60,197585
28,9,0,40,23755
35,13,1,40,44633
36,10,1,60,65270
54,14,0,40,32859
46,11,1,40,26353
52,11,0,35,45324
65,4,1,40,34546
43,11,1,40,42968
41,9,0,40,44231
34,13,0,45,34841
47,13,1,30,32857
49,14,1,56,172089
21,10,0,25,31894
20,10,0,25,30882
18,8,1,40,41210
27,10,1,40,48819
34,9,1,50,39917
38,10,0,40,20273
24,9,1,40,36358
34,10,1,65,34060
